text_nr;word;frequency;zipf_frequency
text_30;wichtige;0.0000741;4.87
text_30;arbeit;0.000372;5.57
text_30;für;0.00759;6.88
text_30;den;0.01;7
text_30;vorgänger;0.0000148;4.17
text_30;der;0.0288;7.46
text_30;nasa;0.00000661;3.82
text_30;zu;0.0102;7.01
text_30;ihnen;0.00055;5.74
text_30;gehörte;0.0000288;4.46
text_30;auch;0.00603;6.78
text_30;die;0.0302;7.48
text_30;afroamerikanische;0.000000263;2.42
text_30;mathematikerin;0.00000017;2.23
text_30;katherine;0.00000191;3.28
text_30;johnson;0.000011;4.04
text_30;die;0.0302;7.48
text_30;maßgeblich;0.0000129;4.11
text_30;zum;0.00257;6.41
text_30;erfolg;0.000148;5.17
text_30;der;0.0288;7.46
text_30;us-raumfahrt;0.00000373;3.57
text_30;beitrug;0.000000955;2.98
text_30;geboren;0.0000646;4.81
text_30;1918;0.00000777;3.89
text_30;in;0.0174;7.24
text_30;west;0.0000407;4.61
text_30;virginia;0.00000525;3.72
text_30;zeigte;0.0000525;4.72
text_30;sie;0.00661;6.82
text_30;früh;0.0000813;4.91
text_30;eine;0.00631;6.8
text_30;außergewöhnliche;0.00000617;3.79
text_30;begabung;0.00000282;3.45
text_30;für;0.00759;6.88
text_30;zahlen;0.000141;5.15
text_30;mit;0.00955;6.98
text_30;15;0.000267;5.43
text_30;begann;0.0000631;4.8
text_30;sie;0.00661;6.82
text_30;ihr;0.00166;6.22
text_30;mathematikstudium;0.0000000617;1.79
text_30;und;0.0263;7.42
text_30;schloss;0.0000692;4.84
text_30;es;0.00871;6.94
text_30;mit;0.00955;6.98
text_30;auszeichnung;0.0000162;4.21
text_30;ab;0.000955;5.98
text_30;1953;0.000015;4.18
text_30;trat;0.0000437;4.64
text_30;sie;0.00661;6.82
text_30;der;0.0288;7.46
text_30;nasa;0.00000661;3.82
text_30;bei;0.00457;6.66
text_30;wo;0.000794;5.9
text_30;sie;0.00661;6.82
text_30;als;0.00513;6.71
text_30;computer;0.0000457;4.66
text_30;komplexe;0.0000107;4.03
text_30;berechnungen;0.00000724;3.86
text_30;durchführte;0.000000955;2.98
text_30;trotz;0.000141;5.15
text_30;rassentrennung;0.000000562;2.75
text_30;und;0.0263;7.42
text_30;geschlechterdiskriminierung;0.0000000309;1.49
text_30;setzte;0.0000603;4.78
text_30;sie;0.00661;6.82
text_30;sich;0.00617;6.79
text_30;durch;0.00182;6.26
text_30;und;0.0263;7.42
text_30;wurde;0.00155;6.19
text_30;in;0.0174;7.24
text_30;technische;0.0000427;4.63
text_30;teams;0.0000407;4.61
text_30;integriert;0.0000178;4.25
text_30;sie;0.00661;6.82
text_30;berechnete;0.00000112;3.05
text_30;flugbahnen;0.000000129;2.11
text_30;für;0.00759;6.88
text_30;mercury;0.00000112;3.05
text_30;und;0.0263;7.42
text_30;apollo-missionen;0.00000203;3.31
text_30;beispielsweise;0.0000977;4.99
text_30;für;0.00759;6.88
text_30;den;0.01;7
text_30;ersten;0.000575;5.76
text_30;us-raumflug;0.00000011;2.04
text_30;von;0.00977;6.99
text_30;alan;0.00000891;3.95
text_30;shepard;0.000000708;2.85
text_30;auch;0.00603;6.78
text_30;bei;0.00457;6.66
text_30;der;0.0288;7.46
text_30;mondlandung;0.000000776;2.89
text_30;von;0.00977;6.99
text_30;apollo 11;0.00000481;3.68
text_30;1962;0.0000178;4.25
text_30;verließ;0.0000174;4.24
text_30;sich;0.00617;6.79
text_30;astronaut;0.00000204;3.31
text_30;john;0.0000832;4.92
text_30;glenn;0.00000295;3.47
text_30;auf;0.00776;6.89
text_30;ihre;0.00115;6.06
text_30;überprüfung;0.0000102;4.01
text_30;der;0.0288;7.46
text_30;computerberechnungen;0.0000000117;1.07
text_30;johnson;0.000011;4.04
text_30;arbeitete;0.0000234;4.37
text_30;bis;0.0017;6.23
text_30;1986;0.0000282;4.45
text_30;bei;0.00457;6.66
text_30;der;0.0288;7.46
text_30;nasa;0.00000661;3.82
text_30;und;0.0263;7.42
text_30;wurde;0.00155;6.19
text_30;2015;0.0000489;4.69
text_30;mit;0.00955;6.98
text_30;der;0.0288;7.46
text_30;presidential;0.000000204;2.31
text_30;medal;0.000000437;2.64
text_30;of;0.000282;5.45
text_30;freedom;0.00000324;3.51
text_30;geehrt;0.00000933;3.97
text_30;ihr;0.00166;6.22
text_30;leben;0.000724;5.86
text_30;wurde;0.00155;6.19
text_30;durch;0.00182;6.26
text_30;das;0.0145;7.16
text_30;buch;0.000166;5.22
text_30;und;0.0263;7.42
text_30;den;0.01;7
text_30;film;0.00017;5.23
text_30;hidden;0.000002;3.3
text_30;figures;0.000000427;2.63
text_30;gewürdigt;0.00000501;3.7
text_30;und;0.0263;7.42
text_30;sie;0.00661;6.82
text_30;starb;0.0000457;4.66
text_30;2020;0.0000527;4.72
text_30;im;0.00724;6.86
text_30;alter;0.000186;5.27
text_30;von;0.00977;6.99
text_30;101;0.00000906;3.96
text_30;jahren;0.000676;5.83
text_31;kleine;0.000263;5.42
text_31;buchläden;0.000000324;2.51
text_31;haben;0.00282;6.45
text_31;es;0.00871;6.94
text_31;nicht;0.0102;7.01
text_31;leicht;0.000174;5.24
text_31;die;0.0302;7.48
text_31;mieten;0.0000178;4.25
text_31;steigen;0.0000398;4.6
text_31;große;0.000355;5.55
text_31;ketten;0.00000891;3.95
text_31;und;0.0263;7.42
text_31;online-shops;0.00000514;3.71
text_31;machen;0.000955;5.98
text_31;konkurrenz;0.0000269;4.43
text_31;trotzdem;0.000178;5.25
text_31;schaffen;0.000126;5.1
text_31;es;0.00871;6.94
text_31;unabhängige;0.0000132;4.12
text_31;buchhändler;0.00000295;3.47
text_31;besondere;0.0000646;4.81
text_31;orte;0.0000295;4.47
text_31;zu;0.0102;7.01
text_31;sein;0.00209;6.32
text_31;michael;0.00012;5.08
text_31;seidenberg;0.000000275;2.44
text_31;zum;0.00257;6.41
text_31;beispiel;0.000224;5.35
text_31;hat;0.00398;6.6
text_31;seine;0.00107;6.03
text_31;wohnung;0.00012;5.08
text_31;in;0.0174;7.24
text_31;new;0.000126;5.1
text_31;york;0.0000759;4.88
text_31;in;0.0174;7.24
text_31;eine;0.00631;6.8
text_31;buchhandlung;0.00000661;3.82
text_31;verwandelt;0.0000148;4.17
text_31;dort;0.000603;5.78
text_31;verkauft;0.0000759;4.88
text_31;er;0.00513;6.71
text_31;gebrauchte;0.00000479;3.68
text_31;bücher;0.0000676;4.83
text_31;und;0.0263;7.42
text_31;bringt;0.000162;5.21
text_31;menschen;0.000776;5.89
text_31;zusammen;0.000355;5.55
text_31;der;0.0288;7.46
text_31;autor;0.0000575;4.76
text_31;philippe;0.00000468;3.67
text_31;ungar;0.00000138;3.14
text_31;und;0.0263;7.42
text_31;der;0.0288;7.46
text_31;fotograf;0.00000933;3.97
text_31;franck;0.00000417;3.62
text_31;bohbot;0;0
text_31;haben;0.00282;6.45
text_31;ihn;0.000676;5.83
text_31;und;0.0263;7.42
text_31;49;0.0000856;4.93
text_31;weitere;0.000309;5.49
text_31;buchhändler;0.00000295;3.47
text_31;für;0.00759;6.88
text_31;ihr;0.00166;6.22
text_31;projekt;0.0000933;4.97
text_31;we;0.0000275;4.44
text_31;are;0.0000195;4.29
text_31;ny;0.00000251;3.4
text_31;indie;0.00000417;3.62
text_31;booksellers;0.0000000155;1.19
text_31;porträtiert;0.00000105;3.02
text_31;ihre;0.00115;6.06
text_31;bilder;0.000132;5.12
text_31;zeigen;0.000195;5.29
text_31;die;0.0302;7.48
text_31;vielfalt;0.0000195;4.29
text_31;der;0.0288;7.46
text_31;läden;0.00000933;3.97
text_31;vom;0.00126;6.1
text_31;container;0.00000794;3.9
text_31;bis;0.0017;6.23
text_31;zum;0.00257;6.41
text_31;schönen;0.0000759;4.88
text_31;altbau;0.00000234;3.37
text_31;von;0.00977;6.99
text_31;kinderbüchern;0.000000447;2.65
text_31;bis;0.0017;6.23
text_31;kochbüchern;0.000000158;2.2
text_31;für;0.00759;6.88
text_31;die;0.0302;7.48
text_31;macher;0.00000447;3.65
text_31;ist;0.012;7.08
text_31;jede;0.0002;5.3
text_31;buchhandlung;0.00000661;3.82
text_31;ein;0.00813;6.91
text_31;spiegel;0.000055;4.74
text_31;ihrer;0.000575;5.76
text_31;nachbarschaft;0.0000135;4.13
text_31;mit;0.00955;6.98
text_31;ihrer;0.000575;5.76
text_31;arbeit;0.000372;5.57
text_31;wollen;0.000513;5.71
text_31;sie;0.00661;6.82
text_31;zeigen;0.000195;5.29
text_31;wie;0.00447;6.65
text_31;wichtig;0.000195;5.29
text_31;diese;0.00158;6.2
text_31;orte;0.0000295;4.47
text_31;sind;0.00398;6.6
text_31;manchmal;0.000155;5.19
text_31;dürfen;0.000166;5.22
text_31;besucher;0.0000427;4.63
text_31;sogar;0.000331;5.52
text_31;kostenlos;0.0000562;4.75
text_31;lesen;0.00017;5.23
text_31;für;0.00759;6.88
text_31;ungar;0.00000138;3.14
text_31;geht;0.001;6
text_31;es;0.00871;6.94
text_31;den;0.01;7
text_31;buchhändlern;0.000000158;2.2
text_31;um;0.00288;6.46
text_31;mehr;0.00214;6.33
text_31;als;0.00513;6.71
text_31;nur;0.00331;6.52
text_31;das;0.0145;7.16
text_31;verkaufen;0.0000692;4.84
text_31;sie;0.00661;6.82
text_31;wollen;0.000513;5.71
text_31;einen;0.00302;6.48
text_31;ort;0.000204;5.31
text_31;für;0.00759;6.88
text_31;gemeinschaft;0.0000331;4.52
text_31;schaffen;0.000126;5.1
text_31;bücher;0.0000676;4.83
text_31;verbinden;0.0000209;4.32
text_31;menschen;0.000776;5.89
text_31;und;0.0263;7.42
text_31;das;0.0145;7.16
text_31;macht;0.000708;5.85
text_31;diese;0.00158;6.2
text_31;buchhandlungen;0.00000129;3.11
text_31;so;0.0049;6.69
text_31;besonders;0.000282;5.45
text_31;ihre;0.00115;6.06
text_31;leidenschaft;0.0000224;4.35
text_31;hält;0.000135;5.13
text_31;sie;0.00661;6.82
text_31;am;0.00288;6.46
text_31;leben;0.000724;5.86
text_32;in;0.0174;7.24
text_32;der;0.0288;7.46
text_32;küche;0.0000468;4.67
text_32;eines;0.000813;5.91
text_32;italienischen;0.0000214;4.33
text_32;rentners;0.000000126;2.1
text_32;hingen;0.00000269;3.43
text_32;über;0.00245;6.39
text_32;jahrzehnte;0.00002;4.3
text_32;hinweg;0.0000234;4.37
text_32;zwei;0.000871;5.94
text_32;gemälde;0.0000148;4.17
text_32;von;0.00977;6.99
text_32;paul;0.0000692;4.84
text_32;gauguin;0.000000407;2.61
text_32;und;0.0263;7.42
text_32;pierre;0.0000141;4.15
text_32;bonnard;0.000000148;2.17
text_32;er;0.00513;6.71
text_32;wusste;0.0000871;4.94
text_32;lange;0.000389;5.59
text_32;nicht;0.0102;7.01
text_32;wie;0.00447;6.65
text_32;wertvoll;0.00000912;3.96
text_32;sie;0.00661;6.82
text_32;sind;0.00398;6.6
text_32;die;0.0302;7.48
text_32;beiden;0.00038;5.58
text_32;kunstwerke;0.00000676;3.83
text_32;wurden;0.000646;5.81
text_32;40;0.0000856;4.93
text_32;jahre;0.000661;5.82
text_32;zuvor;0.0000955;4.98
text_32;in;0.0174;7.24
text_32;london;0.0000676;4.83
text_32;gestohlen;0.000017;4.23
text_32;der;0.0288;7.46
text_32;mann;0.000537;5.73
text_32;der;0.0288;7.46
text_32;in;0.0174;7.24
text_32;den;0.01;7
text_32;medien;0.000112;5.05
text_32;nur;0.00331;6.52
text_32;als;0.00513;6.71
text_32;herr;0.000174;5.24
text_32;nicolò;0.0000000447;1.65
text_32;bezeichnet;0.0000832;4.92
text_32;wird;0.00316;6.5
text_32;hat;0.00398;6.6
text_32;die;0.0302;7.48
text_32;bilder;0.000132;5.12
text_32;1975;0.0000228;4.36
text_32;auf;0.00776;6.89
text_32;einer;0.00263;6.42
text_32;auktion;0.00000468;3.67
text_32;für;0.00759;6.88
text_32;fundsachen;0.000000331;2.52
text_32;der;0.0288;7.46
text_32;bahn;0.00011;5.04
text_32;erworben;0.0000174;4.24
text_32;er;0.00513;6.71
text_32;zahlte;0.00000339;3.53
text_32;umgerechnet;0.00000407;3.61
text_32;lediglich;0.0000912;4.96
text_32;23;0.000156;5.19
text_32;euro;0.000263;5.42
text_32;da;0.00234;6.37
text_32;sich;0.00617;6.79
text_32;zunächst;0.000174;5.24
text_32;niemand;0.000174;5.24
text_32;für;0.00759;6.88
text_32;die;0.0302;7.48
text_32;gemälde;0.0000148;4.17
text_32;interessierte;0.0000138;4.14
text_32;wurde;0.00155;6.19
text_32;der;0.0288;7.46
text_32;preis;0.000145;5.16
text_32;mehrfach;0.0000417;4.62
text_32;reduziert;0.0000257;4.41
text_32;nicolò;0.0000000447;1.65
text_32;ein;0.00813;6.91
text_32;kunstaffiner;0;0
text_32;fiat-mitarbeiter;0.00000561;3.75
text_32;kaufte;0.00000871;3.94
text_32;sie;0.00661;6.82
text_32;schließlich;0.00017;5.23
text_32;aus;0.00398;6.6
text_32;neugier;0.00000646;3.81
text_32;zunächst;0.000174;5.24
text_32;hingen;0.00000269;3.43
text_32;die;0.0302;7.48
text_32;werke;0.0000562;4.75
text_32;in;0.0174;7.24
text_32;seinem;0.000427;5.63
text_32;wohnzimmer;0.0000158;4.2
text_32;später;0.000316;5.5
text_32;in;0.0174;7.24
text_32;der;0.0288;7.46
text_32;küche;0.0000468;4.67
text_32;seines;0.000141;5.15
text_32;hauses;0.0000316;4.5
text_32;in;0.0174;7.24
text_32;sizilien;0.00000447;3.65
text_32;erst;0.000575;5.76
text_32;sein;0.00209;6.32
text_32;sohn;0.000166;5.22
text_32;begann;0.0000631;4.8
text_32;nachforschungen;0.00000269;3.43
text_32;anzustellen;0.00000151;3.18
text_32;und;0.0263;7.42
text_32;konsultierte;0.000000115;2.06
text_32;fachliteratur;0.00000191;3.28
text_32;daraufhin;0.0000331;4.52
text_32;zogen;0.0000178;4.25
text_32;vater;0.000162;5.21
text_32;und;0.0263;7.42
text_32;sohn;0.000166;5.22
text_32;kunstexperten;0.0000000646;1.81
text_32;hinzu;0.000049;4.69
text_32;die;0.0302;7.48
text_32;die;0.0302;7.48
text_32;herkunft;0.0000302;4.48
text_32;der;0.0288;7.46
text_32;werke;0.0000562;4.75
text_32;aufdeckten;0.0000000537;1.73
text_32;heute;0.000759;5.88
text_32;beläuft;0.00000245;3.39
text_32;sich;0.00617;6.79
text_32;der;0.0288;7.46
text_32;geschätzte;0.00000302;3.48
text_32;wert;0.000155;5.19
text_32;auf;0.00776;6.89
text_32;über;0.00245;6.39
text_32;30;0.000111;5.05
text_32;millionen;0.000178;5.25
text_32;euro;0.000263;5.42
text_32;nicolò;0.0000000447;1.65
text_32;betont;0.0000245;4.39
text_32;stets;0.0000646;4.81
text_32;seine;0.00107;6.03
text_32;ehrlichen;0.00000347;3.54
text_32;absichten;0.00000631;3.8
text_32;für;0.00759;6.88
text_32;ihn;0.000676;5.83
text_32;waren;0.000871;5.94
text_32;es;0.00871;6.94
text_32;einfach;0.000891;5.95
text_32;nur;0.00331;6.52
text_32;schöne;0.000105;5.02
text_32;bilder;0.000132;5.12
text_33;coasteering;0;0
text_33;ist;0.012;7.08
text_33;eine;0.00631;6.8
text_33;sportart;0.00000468;3.67
text_33;bei;0.00457;6.66
text_33;der;0.0288;7.46
text_33;man;0.00288;6.46
text_33;schwimmt;0.0000038;3.58
text_33;klettert;0.00000234;3.37
text_33;und;0.0263;7.42
text_33;von;0.00977;6.99
text_33;klippen;0.00000229;3.36
text_33;ins;0.000479;5.68
text_33;wasser;0.000209;5.32
text_33;springt;0.0000129;4.11
text_33;auf;0.00776;6.89
text_33;mallorca;0.00000851;3.93
text_33;wird;0.00316;6.5
text_33;diese;0.00158;6.2
text_33;sportart;0.00000468;3.67
text_33;immer;0.00162;6.21
text_33;beliebter;0.00000575;3.76
text_33;abseits;0.0000158;4.2
text_33;der;0.0288;7.46
text_33;großen;0.000355;5.55
text_33;touristenorte;0.0000000295;1.47
text_33;führen;0.000138;5.14
text_33;erfahrene;0.00000676;3.83
text_33;guides;0.000001;3
text_33;ihre;0.00115;6.06
text_33;gruppen;0.0000794;4.9
text_33;an;0.0049;6.69
text_33;versteckte;0.00000692;3.84
text_33;küsten;0.00000389;3.59
text_33;bei;0.00457;6.66
text_33;alcudia;0.0000000447;1.65
text_33;dort;0.000603;5.78
text_33;klettern;0.00000741;3.87
text_33;die;0.0302;7.48
text_33;teilnehmer;0.0000661;4.82
text_33;an;0.0049;6.69
text_33;felsen;0.0000112;4.05
text_33;entlang;0.0000437;4.64
text_33;schwimmen;0.000024;4.38
text_33;in;0.0174;7.24
text_33;meereshöhlen;0;0
text_33;und;0.0263;7.42
text_33;springen;0.0000182;4.26
text_33;ins;0.000479;5.68
text_33;klare;0.0000302;4.48
text_33;blaue;0.00002;4.3
text_33;wasser;0.000209;5.32
text_33;die;0.0302;7.48
text_33;ausrüstung;0.0000141;4.15
text_33;besteht;0.000162;5.21
text_33;aus;0.00398;6.6
text_33;sportschuhen;0.0000000955;1.98
text_33;neoprenanzug;0.000000214;2.33
text_33;handschuhen;0.00000132;3.12
text_33;und;0.0263;7.42
text_33;einer;0.00263;6.42
text_33;schnorchelmaske;0;0
text_33;für;0.00759;6.88
text_33;fortgeschrittene;0.00000339;3.53
text_33;bietet;0.0000891;4.95
text_33;der;0.0288;7.46
text_33;guide;0.00000676;3.83
text_33;pep;0.00000525;3.72
text_33;platel;0.00000002;1.3
text_33;touren;0.00000661;3.82
text_33;zur;0.00186;6.27
text_33;sogenannten;0.0000468;4.67
text_33;taubenhöhle;0;0
text_33;dabei;0.000631;5.8
text_33;handelt;0.000117;5.07
text_33;es;0.00871;6.94
text_33;sich;0.00617;6.79
text_33;um;0.00288;6.46
text_33;eine;0.00631;6.8
text_33;höhle;0.0000141;4.15
text_33;die;0.0302;7.48
text_33;man;0.00288;6.46
text_33;nur;0.00331;6.52
text_33;schwimmend;0.000000537;2.73
text_33;erreicht;0.000126;5.1
text_33;in;0.0174;7.24
text_33;der;0.0288;7.46
text_33;höhle;0.0000141;4.15
text_33;ist;0.012;7.08
text_33;es;0.00871;6.94
text_33;ganz;0.000955;5.98
text_33;dunkel;0.0000269;4.43
text_33;und;0.0263;7.42
text_33;still;0.0000275;4.44
text_33;mutige;0.00000347;3.54
text_33;teilnehmer;0.0000661;4.82
text_33;dürfen;0.000166;5.22
text_33;dort;0.000603;5.78
text_33;auch;0.00603;6.78
text_33;aus;0.00398;6.6
text_33;rund;0.000186;5.27
text_33;zwölf;0.0000417;4.62
text_33;metern;0.0000288;4.46
text_33;höhe;0.00012;5.08
text_33;ins;0.000479;5.68
text_33;wasser;0.000209;5.32
text_33;springen;0.0000182;4.26
text_33;coasteering;0;0
text_33;verbindet;0.0000224;4.35
text_33;bewegung;0.0000794;4.9
text_33;in;0.0174;7.24
text_33;der;0.0288;7.46
text_33;natur;0.0000871;4.94
text_33;mit;0.00955;6.98
text_33;spaß;0.000166;5.22
text_33;in;0.0174;7.24
text_33;der;0.0288;7.46
text_33;gruppe;0.000178;5.25
text_33;immer;0.00162;6.21
text_33;mehr;0.00214;6.33
text_33;urlauber;0.00000479;3.68
text_33;wollen;0.000513;5.71
text_33;solche;0.000219;5.34
text_33;erlebnisse;0.00000891;3.95
text_33;coasteering;0;0
text_33;zeigt;0.000219;5.34
text_33;dass;0.0049;6.69
text_33;urlaub;0.0000676;4.83
text_33;aufregend;0.00000427;3.63
text_33;und;0.0263;7.42
text_33;aktiv;0.0000776;4.89
text_33;sein;0.00209;6.32
text_33;kann;0.00251;6.4
text_33;man;0.00288;6.46
text_33;entdeckt;0.0000562;4.75
text_33;die;0.0302;7.48
text_33;schöne;0.000105;5.02
text_33;und;0.0263;7.42
text_33;unberührte;0.000000562;2.75
text_33;natur;0.0000871;4.94
text_33;mallorcas;0.000000347;2.54
text_33;damit;0.000912;5.96
text_33;wird;0.00316;6.5
text_33;touristen;0.0000162;4.21
text_33;eine;0.00631;6.8
text_33;gute;0.000407;5.61
text_33;alternative;0.0000479;4.68
text_33;zum;0.00257;6.41
text_33;ballermann;0.00000107;3.03
text_33;angeboten;0.0000479;4.68
text_34;die;0.0302;7.48
text_34;geschichte;0.000282;5.45
text_34;von;0.00977;6.99
text_34;clive;0.000000955;2.98
text_34;woodall;0.0000000447;1.65
text_34;erinnert;0.0000646;4.81
text_34;ein;0.00813;6.91
text_34;wenig;0.000309;5.49
text_34;an;0.0049;6.69
text_34;die;0.0302;7.48
text_34;von;0.00977;6.99
text_34;joanne;0.000000832;2.92
text_34;k;0.0000851;4.93
text_34;rowling;0.000000646;2.81
text_34;der;0.0288;7.46
text_34;mutter;0.000182;5.26
text_34;harry;0.0000251;4.4
text_34;potters;0.000000229;2.36
text_34;quasi;0.0000302;4.48
text_34;über;0.00245;6.39
text_34;nacht;0.000229;5.36
text_34;wurde;0.00155;6.19
text_34;der;0.0288;7.46
text_34;supermarktleiter;0;0
text_34;aus;0.00398;6.6
text_34;england;0.0000525;4.72
text_34;zum;0.00257;6.41
text_34;millionär;0.00000468;3.67
text_34;woodall;0.0000000447;1.65
text_34;verfasste;0.00000407;3.61
text_34;in;0.0174;7.24
text_34;seiner;0.000676;5.83
text_34;freizeit;0.000024;4.38
text_34;ein;0.00813;6.91
text_34;kinderbuch;0.00000263;3.42
text_34;über;0.00245;6.39
text_34;ein;0.00813;6.91
text_34;mutiges;0.000000589;2.77
text_34;rotkehlchen;0.000000479;2.68
text_34;das;0.0145;7.16
text_34;das;0.0145;7.16
text_34;vogelreich;0;0
text_34;vor;0.00204;6.31
text_34;einer;0.00263;6.42
text_34;bedrohung;0.0000145;4.16
text_34;durch;0.00182;6.26
text_34;elstern;0.000000263;2.42
text_34;rettet;0.00001;4
text_34;ursprünglich;0.0000427;4.63
text_34;sollte;0.000575;5.76
text_34;diese;0.00158;6.2
text_34;erzählung;0.0000117;4.07
text_34;nur;0.00331;6.52
text_34;als;0.00513;6.71
text_34;einschlafgeschichte;0;0
text_34;für;0.00759;6.88
text_34;seine;0.00107;6.03
text_34;söhne;0.0000174;4.24
text_34;dienen;0.0000427;4.63
text_34;seine;0.00107;6.03
text_34;ehefrau;0.0000209;4.32
text_34;trish;0.000000282;2.45
text_34;legte;0.0000427;4.63
text_34;das;0.0145;7.16
text_34;manuskript;0.00000479;3.68
text_34;jedoch;0.000363;5.56
text_34;ihrem;0.000339;5.53
text_34;vorgesetzten;0.00000724;3.86
text_34;vor;0.00204;6.31
text_34;welcher;0.000107;5.03
text_34;es;0.00871;6.94
text_34;an;0.0049;6.69
text_34;den;0.01;7
text_34;bekannten;0.0000537;4.73
text_34;film;0.00017;5.23
text_34;und;0.0263;7.42
text_34;fernsehproduzenten;0.0000000447;1.65
text_34;franc;0.00000191;3.28
text_34;roddam;0;0
text_34;weiterleitete;0.00000012;2.08
text_34;roddam;0;0
text_34;erkannte;0.0000112;4.05
text_34;mit;0.00955;6.98
text_34;ihrer;0.000575;5.76
text_34;zeitlosen;0.000000603;2.78
text_34;botschaft;0.0000302;4.48
text_34;sofort;0.000204;5.31
text_34;das;0.0145;7.16
text_34;potenzial;0.00001;4
text_34;der;0.0288;7.46
text_34;geschichte;0.000282;5.45
text_34;und;0.0263;7.42
text_34;vermittelte;0.00000302;3.48
text_34;einen;0.00302;6.48
text_34;vertrag;0.0000741;4.87
text_34;mit;0.00955;6.98
text_34;walt;0.00000282;3.45
text_34;disney;0.00000955;3.98
text_34;das;0.0145;7.16
text_34;buch;0.000166;5.22
text_34;wurde;0.00155;6.19
text_34;schließlich;0.00017;5.23
text_34;mit;0.00955;6.98
text_34;dem;0.00575;6.76
text_34;titel;0.00012;5.08
text_34;one;0.0000447;4.65
text_34;for;0.0000759;4.88
text_34;sorrow;0.000000138;2.14
text_34;two;0.00000912;3.96
text_34;for;0.0000759;4.88
text_34;joy;0.00000427;3.63
text_34;veröffentlicht;0.0000832;4.92
text_34;schon;0.00219;6.34
text_34;davor;0.0000479;4.68
text_34;hatte;0.00115;6.06
text_34;sich;0.00617;6.79
text_34;das;0.0145;7.16
text_34;filmstudio;0.000000389;2.59
text_34;die;0.0302;7.48
text_34;rechte;0.0000977;4.99
text_34;am;0.00288;6.46
text_34;buch;0.000166;5.22
text_34;für;0.00759;6.88
text_34;eine;0.00631;6.8
text_34;summe;0.0000282;4.45
text_34;von;0.00977;6.99
text_34;einer;0.00263;6.42
text_34;million;0.0000269;4.43
text_34;dollar;0.0000832;4.92
text_34;gesichert;0.0000209;4.32
text_34;woodall;0.0000000447;1.65
text_34;der;0.0288;7.46
text_34;nach;0.00363;6.56
text_34;wie;0.00447;6.65
text_34;vor;0.00204;6.31
text_34;in;0.0174;7.24
text_34;teilzeit;0.00000646;3.81
text_34;arbeitet;0.0000741;4.87
text_34;schreibt;0.0000776;4.89
text_34;bereits;0.000468;5.67
text_34;an;0.0049;6.69
text_34;einer;0.00263;6.42
text_34;fortsetzung;0.000017;4.23
text_34;mit;0.00955;6.98
text_34;dem;0.00575;6.76
text_34;titel;0.00012;5.08
text_34;seven;0.00000331;3.52
text_34;for;0.0000759;4.88
text_34;a;0.000603;5.78
text_34;secret;0.00000617;3.79
text_35;manche;0.000102;5.01
text_35;tiere;0.0000708;4.85
text_35;besiedeln;0.000000692;2.84
text_35;inseln;0.0000178;4.25
text_35;die;0.0302;7.48
text_35;weit;0.000251;5.4
text_35;vom;0.00126;6.1
text_35;festland;0.00000398;3.6
