text_nr;word;frequency;zipf_frequency
text_24;engagierten;0.00000427;3.63
text_24;künstlers;0.00000759;3.88
text_24;er;0.00513;6.71
text_24;setzte;0.0000603;4.78
text_24;sich;0.00617;6.79
text_24;für;0.00759;6.88
text_24;strafvollzugsreformen;0;0
text_24;ein;0.00813;6.91
text_24;und;0.0263;7.42
text_24;zeigte;0.0000525;4.72
text_24;mitgefühl;0.00000646;3.81
text_24;mit;0.00955;6.98
text_24;den;0.01;7
text_24;gefangenen;0.000012;4.08
text_24;unterstützt;0.0000708;4.85
text_24;wurde;0.00155;6.19
text_24;er;0.00513;6.71
text_24;von;0.00977;6.99
text_24;seiner;0.000676;5.83
text_24;band;0.000115;5.06
text_24;und;0.0263;7.42
text_24;von;0.00977;6.99
text_24;june;0.00000234;3.37
text_24;carter;0.00000537;3.73
text_24;seiner;0.000676;5.83
text_24;späteren;0.0000282;4.45
text_24;frau;0.000457;5.66
text_24;später;0.000316;5.5
text_24;feierte;0.000012;4.08
text_24;cash;0.00000708;3.85
text_24;mit;0.00955;6.98
text_24;den;0.01;7
text_24;american;0.0000141;4.15
text_24;recordings;0.000000245;2.39
text_24;einen;0.00302;6.48
text_24;weiteren;0.000151;5.18
text_24;erfolg;0.000148;5.17
text_24;mit;0.00955;6.98
text_24;über;0.00245;6.39
text_24;50;0.0000695;4.84
text_24;millionen;0.000178;5.25
text_24;verkauften;0.00000562;3.75
text_24;alben;0.00000813;3.91
text_24;bleibt;0.000251;5.4
text_24;er;0.00513;6.71
text_24;eine;0.00631;6.8
text_24;ikone;0.00000251;3.4
text_24;der;0.0288;7.46
text_24;musikgeschichte;0.00000155;3.19
text_24;bob;0.0000162;4.21
text_24;dylan;0.00000363;3.56
text_24;sagte;0.000302;5.48
text_24;über;0.00245;6.39
text_24;ihn;0.000676;5.83
text_24;er;0.00513;6.71
text_24;wird;0.00316;6.5
text_24;nie;0.000468;5.67
text_24;vergessen;0.000141;5.15
text_24;werden;0.00309;6.49
text_24;nicht;0.0102;7.01
text_24;einmal;0.000457;5.66
text_24;von;0.00977;6.99
text_24;menschen;0.000776;5.89
text_24;die;0.0302;7.48
text_24;noch;0.00355;6.55
text_24;nicht;0.0102;7.01
text_24;geboren;0.0000646;4.81
text_24;sind;0.00398;6.6
text_25;im;0.00724;6.86
text_25;april;0.000129;5.11
text_25;1881;0.0000039;3.59
text_25;gelang;0.0000389;4.59
text_25;billy;0.00000759;3.88
text_25;the;0.000417;5.62
text_25;kid;0.00000447;3.65
text_25;ein;0.00813;6.91
text_25;legendärer;0.000000661;2.82
text_25;ausbruch;0.000011;4.04
text_25;aus;0.00398;6.6
text_25;dem;0.00575;6.76
text_25;gefängnis;0.0000288;4.46
text_25;von;0.00977;6.99
text_25;lincoln;0.00000513;3.71
text_25;new;0.000126;5.1
text_25;mexico;0.00000407;3.61
text_25;während;0.000479;5.68
text_25;sheriff;0.00000257;3.41
text_25;pat;0.00000617;3.79
text_25;garrett;0.0000017;3.23
text_25;abwesend;0.00000166;3.22
text_25;war;0.00339;6.53
text_25;bewachte;0.000000513;2.71
text_25;der;0.0288;7.46
text_25;hilfssheriff;0.0000001;2
text_25;bell;0.00000676;3.83
text_25;den;0.01;7
text_25;zum;0.00257;6.41
text_25;tode;0.0000251;4.4
text_25;verurteilten;0.00000363;3.56
text_25;billy;0.00000759;3.88
text_25;als;0.00513;6.71
text_25;einer;0.00263;6.42
text_25;der;0.0288;7.46
text_25;anderen;0.000692;5.84
text_25;bewacher;0.000000363;2.56
text_25;einige;0.000347;5.54
text_25;gefangene;0.00000741;3.87
text_25;zum;0.00257;6.41
text_25;mittagessen;0.0000138;4.14
text_25;brachte;0.0000661;4.82
text_25;bat;0.0000191;4.28
text_25;billy;0.00000759;3.88
text_25;darum;0.000158;5.2
text_25;die;0.0302;7.48
text_25;toilette;0.0000135;4.13
text_25;im;0.00724;6.86
text_25;hof;0.0000479;4.68
text_25;benutzen;0.0000468;4.67
text_25;zu;0.0102;7.01
text_25;dürfen;0.000166;5.22
text_25;auf;0.00776;6.89
text_25;dem;0.00575;6.76
text_25;rückweg;0.00000468;3.67
text_25;gelang;0.0000389;4.59
text_25;es;0.00871;6.94
text_25;ihm;0.000692;5.84
text_25;sich;0.00617;6.79
text_25;aus;0.00398;6.6
text_25;den;0.01;7
text_25;handschellen;0.00000275;3.44
text_25;zu;0.0102;7.01
text_25;befreien;0.0000158;4.2
text_25;und;0.0263;7.42
text_25;bell;0.00000676;3.83
text_25;zu;0.0102;7.01
text_25;überwältigen;0.00000132;3.12
text_25;anschließend;0.0000676;4.83
text_25;entriss;0.000000437;2.64
text_25;er;0.00513;6.71
text_25;ihm;0.000692;5.84
text_25;die;0.0302;7.48
text_25;waffe;0.0000257;4.41
text_25;und;0.0263;7.42
text_25;erschoss;0.00000151;3.18
text_25;ihn;0.000676;5.83
text_25;nach;0.00363;6.56
text_25;dem;0.00575;6.76
text_25;ausbruch;0.000011;4.04
text_25;ritt;0.00000437;3.64
text_25;billy;0.00000759;3.88
text_25;zu;0.0102;7.01
text_25;freunden;0.0000513;4.71
text_25;in;0.0174;7.24
text_25;der;0.0288;7.46
text_25;nähe;0.000107;5.03
text_25;von;0.00977;6.99
text_25;fort;0.0000603;4.78
text_25;sumner;0.000000331;2.52
text_25;dort;0.000603;5.78
text_25;wurde;0.00155;6.19
text_25;er;0.00513;6.71
text_25;im;0.00724;6.86
text_25;juli;0.000126;5.1
text_25;1881;0.0000039;3.59
text_25;von;0.00977;6.99
text_25;sheriff;0.00000257;3.41
text_25;pat;0.00000617;3.79
text_25;garrett;0.0000017;3.23
text_25;erschossen;0.0000166;4.22
text_25;im;0.00724;6.86
text_25;jahr;0.000692;5.84
text_25;2011;0.0000453;4.66
text_25;entdeckte;0.0000117;4.07
text_25;der;0.0288;7.46
text_25;anwalt;0.0000324;4.51
text_25;frank;0.0000692;4.84
text_25;abrams;0.000000776;2.89
text_25;auf;0.00776;6.89
text_25;einem;0.00224;6.35
text_25;flohmarkt;0.00000417;3.62
text_25;in;0.0174;7.24
text_25;north;0.00000631;3.8
text_25;carolina;0.00000363;3.56
text_25;ein;0.00813;6.91
text_25;altes;0.0000229;4.36
text_25;foto;0.000105;5.02
text_25;das;0.0145;7.16
text_25;möglicherweise;0.000049;4.69
text_25;billy;0.00000759;3.88
text_25;the;0.000417;5.62
text_25;kid;0.00000447;3.65
text_25;und;0.0263;7.42
text_25;pat;0.00000617;3.79
text_25;garrett;0.0000017;3.23
text_25;zusammen;0.000355;5.55
text_25;zeigt;0.000219;5.34
text_25;nach;0.00363;6.56
text_25;ansicht;0.000038;4.58
text_25;einiger;0.0000363;4.56
text_25;experten;0.0000389;4.59
text_25;könnte;0.00049;5.69
text_25;es;0.00871;6.94
text_25;sich;0.00617;6.79
text_25;um;0.00288;6.46
text_25;eine;0.00631;6.8
text_25;seltene;0.00000891;3.95
text_25;aufnahme;0.0000407;4.61
text_25;der;0.0288;7.46
text_25;beiden;0.00038;5.58
text_25;handeln;0.000055;4.74
text_25;was;0.00309;6.49
text_25;den;0.01;7
text_25;wert;0.000155;5.19
text_25;des;0.0055;6.74
text_25;fotos;0.0000832;4.92
text_25;erheblich;0.0000234;4.37
text_25;steigern;0.0000138;4.14
text_25;würde;0.000741;5.87
text_26;auf;0.00776;6.89
text_26;sizilien;0.00000447;3.65
text_26;gibt;0.00115;6.06
text_26;es;0.00871;6.94
text_26;viele;0.000676;5.83
text_26;öffentliche;0.0000513;4.71
text_26;gebäude;0.0000813;4.91
text_26;die;0.0302;7.48
text_26;nie;0.000468;5.67
text_26;fertig;0.000105;5.02
text_26;gebaut;0.0000562;4.75
text_26;wurden.Ein;0.00813;6.91
text_26;bekanntes;0.00000363;3.56
text_26;beispiel;0.000224;5.35
text_26;ist;0.012;7.08
text_26;das;0.0145;7.16
text_26;polo-stadion;0.000005;3.7
text_26;in;0.0174;7.24
text_26;giarre;0;0
text_26;der;0.0288;7.46
text_26;bau;0.0000708;4.85
text_26;begann;0.0000631;4.8
text_26;1985;0.0000276;4.44
text_26;wurde;0.00155;6.19
text_26;aber;0.00427;6.63
text_26;1997;0.0000347;4.54
text_26;gestoppt;0.00000813;3.91
text_26;weil;0.000891;5.95
text_26;die;0.0302;7.48
text_26;tribünen;0.000000912;2.96
text_26;zu;0.0102;7.01
text_26;steil;0.00000692;3.84
text_26;geplant;0.0000501;4.7
text_26;waren;0.000871;5.94
text_26;in;0.0174;7.24
text_26;giarre;0;0
text_26;stehen;0.000316;5.5
text_26;auch;0.00603;6.78
text_26;andere;0.000562;5.75
text_26;bauruinen;0.0000000331;1.52
text_26;ein;0.00813;6.91
text_26;schwimmbad;0.00000676;3.83
text_26;mit;0.00955;6.98
text_26;zu;0.0102;7.01
text_26;kurzen;0.0000437;4.64
text_26;bahnen;0.0000145;4.16
text_26;ein;0.00813;6.91
text_26;parkhaus;0.00000447;3.65
text_26;ohne;0.000891;5.95
text_26;ausfahrt;0.00000468;3.67
text_26;und;0.0263;7.42
text_26;ein;0.00813;6.91
text_26;ungenutztes;0.000000182;2.26
text_26;theater;0.0000525;4.72
text_26;die;0.0302;7.48
text_26;künstlergruppe;0.000000661;2.82
text_26;alterazioni;0;0
text_26;video;0.000135;5.13
text_26;sieht;0.000372;5.57
text_26;in;0.0174;7.24
text_26;diesen;0.000513;5.71
text_26;ruinen;0.00000501;3.7
text_26;einen;0.00302;6.48
text_26;besonderen;0.0000479;4.68
text_26;wert;0.000155;5.19
text_26;sie;0.00661;6.82
text_26;gründete;0.00000871;3.94
text_26;2009;0.0000436;4.64
text_26;die;0.0302;7.48
text_26;initiative;0.0000302;4.48
text_26;incompiuto;0;0
text_26;siciliano;0.0000000871;1.94
text_26;um;0.00288;6.46
text_26;diese;0.00158;6.2
text_26;orte;0.0000295;4.47
text_26;zu;0.0102;7.01
text_26;dokumentieren;0.0000055;3.74
text_26;ihr;0.00166;6.22
text_26;ziel;0.000151;5.18
text_26;ist;0.012;7.08
text_26;es;0.00871;6.94
text_26;die;0.0302;7.48
text_26;ruinen;0.00000501;3.7
text_26;kreativ;0.0000107;4.03
text_26;zu;0.0102;7.01
text_26;nutzen;0.000107;5.03
text_26;zum;0.00257;6.41
text_26;beispiel;0.000224;5.35
text_26;für;0.00759;6.88
text_26;veranstaltungen;0.0000513;4.71
text_26;die;0.0302;7.48
text_26;künstler;0.0000603;4.78
text_26;wollen;0.000513;5.71
text_26;zeigen;0.000195;5.29
text_26;dass;0.0049;6.69
text_26;diese;0.00158;6.2
text_26;bauwerke;0.00000275;3.44
text_26;ein;0.00813;6.91
text_26;teil;0.000389;5.59
text_26;der;0.0288;7.46
text_26;geschichte;0.000282;5.45
text_26;sind;0.00398;6.6
text_26;auf;0.00776;6.89
text_26;sizilien;0.00000447;3.65
text_26;gibt;0.00115;6.06
text_26;es;0.00871;6.94
text_26;etwa;0.000417;5.62
text_26;350;0.00000374;3.57
text_26;solcher;0.0000339;4.53
text_26;unfertigen;0.00000038;2.58
text_26;gebäude;0.0000813;4.91
text_26;gründe;0.0000537;4.73
text_26;dafür;0.000479;5.68
text_26;sind;0.00398;6.6
text_26;politische;0.0000977;4.99
text_26;wechsel;0.0000389;4.59
text_26;korruption;0.0000105;4.02
text_26;und;0.0263;7.42
text_26;planungsfehler;0.000000148;2.17
text_26;viele;0.000676;5.83
text_26;menschen;0.000776;5.89
text_26;in;0.0174;7.24
text_26;italien;0.0000676;4.83
text_26;unterstützen;0.0000575;4.76
text_26;die;0.0302;7.48
text_26;idee;0.000158;5.2
text_26;das;0.0145;7.16
text_26;projekt;0.0000933;4.97
text_26;gewann;0.0000363;4.56
text_26;sogar;0.000331;5.52
text_26;einen;0.00302;6.48
text_26;kunstpreis;0.00000038;2.58
text_26;vom;0.00126;6.1
text_26;kulturministerium;0.000000295;2.47
text_26;die;0.0302;7.48
text_26;künstler;0.0000603;4.78
text_26;wünschen;0.0000589;4.77
text_26;sich;0.00617;6.79
text_26;dass;0.0049;6.69
text_26;die;0.0302;7.48
text_26;ruinen;0.00000501;3.7
text_26;nicht;0.0102;7.01
text_26;als;0.00513;6.71
text_26;fehler;0.000115;5.06
text_26;sondern;0.000589;5.77
text_26;als;0.00513;6.71
text_26;chance;0.000115;5.06
text_26;gesehen;0.000263;5.42
text_26;werden;0.00309;6.49
text_27;ingo;0.00000575;3.76
text_27;metzmacher;0.000000129;2.11
text_27;der;0.0288;7.46
text_27;noch-chefdirigent;0.000000501;2.7
text_27;des;0.0055;6.74
text_27;philharmonischen;0.000000468;2.67
text_27;staatsorchesters;0.0000000692;1.84
text_27;hamburg;0.000155;5.19
text_27;liebt;0.0000355;4.55
text_27;die;0.0302;7.48
text_27;musik;0.000209;5.32
text_27;des;0.0055;6.74
text_27;20;0.000156;5.19
text_27;jahrhunderts;0.0000537;4.73
text_27;und;0.0263;7.42
text_27;spricht;0.000129;5.11
text_27;auch;0.00603;6.78
text_27;genauso;0.0000912;4.96
text_27;gerne;0.000309;5.49
text_27;darüber;0.000275;5.44
text_27;vor;0.00204;6.31
text_27;jedem;0.000155;5.19
text_27;konzert;0.0000407;4.61
text_27;hält;0.000135;5.13
text_27;er;0.00513;6.71
text_27;eine;0.00631;6.8
text_27;einführung;0.0000468;4.67
text_27;und;0.0263;7.42
text_27;das;0.0145;7.16
text_27;an;0.0049;6.69
text_27;silvester;0.00000832;3.92
text_27;sogar;0.000331;5.52
text_27;von;0.00977;6.99
text_27;seiner;0.000676;5.83
text_27;ureigenen;0.000000316;2.5
text_27;kanzel;0.00000204;3.31
text_27;aus;0.00398;6.6
text_27;seine;0.00107;6.03
text_27;konzerte;0.0000151;4.18
text_27;sind;0.00398;6.6
text_27;längst;0.0000562;4.75
text_27;kult;0.00000832;3.92
text_27;das;0.0145;7.16
text_27;programm;0.0000955;4.98
text_27;bleibt;0.000251;5.4
text_27;dabei;0.000631;5.8
text_27;stets;0.0000646;4.81
text_27;geheim;0.00000813;3.91
text_27;fest;0.000158;5.2
text_27;steht;0.000479;5.68
text_27;nur;0.00331;6.52
text_27;dass;0.0049;6.69
text_27;ausschließlich;0.0000617;4.79
text_27;werke;0.0000562;4.75
text_27;aus;0.00398;6.6
text_27;den;0.01;7
text_27;letzten;0.000331;5.52
text_27;hundert;0.0000339;4.53
text_27;jahren;0.000676;5.83
text_27;vorgetragen;0.00000479;3.68
text_27;werden;0.00309;6.49
text_27;nach;0.00363;6.56
text_27;fünf;0.000195;5.29
text_27;jahren;0.000676;5.83
text_27;ausverkaufter;0.0000000759;1.88
text_27;konzerte;0.0000151;4.18
text_27;mit;0.00955;6.98
text_27;diesem;0.000646;5.81
text_27;konzept;0.000055;4.74
text_27;soll;0.000813;5.91
text_27;nun;0.000759;5.88
text_27;aber;0.00427;6.63
text_27;schluss;0.0000832;4.92
text_27;sein;0.00209;6.32
text_27;metzmacher;0.000000129;2.11
text_27;verlässt;0.0000209;4.32
text_27;hamburg;0.000155;5.19
text_27;richtung;0.00017;5.23
text_27;amsterdam;0.0000132;4.12
text_27;wo;0.000794;5.9
text_27;er;0.00513;6.71
text_27;opernchef;0.0000000166;1.22
text_27;wird;0.00316;6.5
text_27;zum;0.00257;6.41
text_27;abschied;0.0000195;4.29
text_27;gab;0.000347;5.54
text_27;er;0.00513;6.71
text_27;aber;0.00427;6.63
text_27;noch;0.00355;6.55
text_27;einmal;0.000457;5.66
text_27;alles;0.00105;6.02
text_27;mit;0.00955;6.98
text_27;einer;0.00263;6.42
text_27;kleinen;0.000219;5.34
text_27;warnung;0.0000135;4.13
text_27;leitete;0.0000102;4.01
text_27;er;0.00513;6.71
text_27;die;0.0302;7.48
text_27;eisengießerei;0.000000257;2.41
text_27;von;0.00977;6.99
text_27;alexander;0.0000513;4.71
text_27;mossolow;0;0
text_27;ein;0.00813;6.91
text_27;dieses;0.000646;5.81
text_27;stück;0.000123;5.09
text_27;der;0.0288;7.46
text_27;sowjetischen;0.00000794;3.9
text_27;avantgarde;0.00000269;3.43
text_27;voller;0.0000661;4.82
text_27;kraftvoller;0.000000468;2.67
text_27;klänge;0.00000501;3.7
text_27;und;0.0263;7.42
text_27;wilder;0.00000603;3.78
text_27;rhythmen;0.00000229;3.36
text_27;ließ;0.00012;5.08
text_27;das;0.0145;7.16
text_27;staatsorchester;0.0000002;2.3
text_27;noch;0.00355;6.55
text_27;einmal;0.000457;5.66
text_27;seine;0.00107;6.03
text_27;klasse;0.000145;5.16
text_27;ausdrücklich;0.0000269;4.43
text_27;demonstrieren;0.000011;4.04
text_27;metzmacher;0.000000129;2.11
text_27;war;0.00339;6.53
text_27;sichtlich;0.0000049;3.69
text_27;begeistert;0.0000331;4.52
text_27;und;0.0263;7.42
text_27;auch;0.00603;6.78
text_27;das;0.0145;7.16
text_27;publikum;0.0000407;4.61
text_27;tobte;0.00000105;3.02
text_27;vor;0.00204;6.31
text_27;freude;0.0000741;4.87
text_27;das;0.0145;7.16
text_27;ist;0.012;7.08
text_27;der;0.0288;7.46
text_27;geist;0.0000457;4.66
text_27;aus;0.00398;6.6
text_27;dem;0.00575;6.76
text_27;hamburger;0.0000398;4.6
text_27;silvesterkonzerte;0;0
text_27;geschmiedet;0.00000148;3.17
text_27;sind;0.00398;6.6
text_27;lärmend;0.000000117;2.07
text_27;leidenschaftlich;0.00000479;3.68
text_27;überraschend;0.0000234;4.37
text_27;und;0.0263;7.42
text_27;nun;0.000759;5.88
text_27;geschichte;0.000282;5.45
text_28;john;0.0000832;4.92
text_28;alfred;0.00002;4.3
text_28;date;0.0000214;4.33
text_28;ist;0.012;7.08
text_28;mit;0.00955;6.98
text_28;109;0.00000906;3.96
text_28;jahren;0.000676;5.83
text_28;der;0.0288;7.46
text_28;älteste;0.0000141;4.15
text_28;mann;0.000537;5.73
text_28;australiens;0.00000214;3.33
text_28;trotz;0.000141;5.15
text_28;seines;0.000141;5.15
text_28;hohen;0.0001;5
text_28;alters;0.0000112;4.05
text_28;hat;0.00398;6.6
text_28;er;0.00513;6.71
text_28;seine;0.00107;6.03
text_28;alte;0.00017;5.23
text_28;freizeitbeschäftigung;0.000000537;2.73
text_28;das;0.0145;7.16
text_28;stricken;0.00000263;3.42
text_28;neu;0.000229;5.36
text_28;für;0.00759;6.88
text_28;sich;0.00617;6.79
text_28;entdeckt;0.0000562;4.75
text_28;als;0.00513;6.71
text_28;im;0.00724;6.86
text_28;vergangenen;0.0000468;4.67
text_28;jahr;0.000692;5.84
text_28;zwei;0.000871;5.94
text_28;schwestern;0.0000174;4.24
text_28;des;0.0055;6.74
text_28;seniorenheims;0.0000000871;1.94
text_28;in;0.0174;7.24
text_28;dem;0.00575;6.76
text_28;er;0.00513;6.71
text_28;mittlerweile;0.0000977;4.99
text_28;lebt;0.0000759;4.88
text_28;auf;0.00776;6.89
text_28;ihn;0.000676;5.83
text_28;zukamen;0.0000001;2
text_28;konnte;0.000437;5.64
text_28;er;0.00513;6.71
text_28;nicht;0.0102;7.01
text_28;nein;0.000331;5.52
text_28;sagen;0.000479;5.68
text_28;eine;0.00631;6.8
text_28;naturschutzorganisation;0.0000001;2
text_28;bat;0.0000191;4.28
text_28;um;0.00288;6.46
text_28;hilfe;0.000174;5.24
text_28;zwergpinguine;0;0
text_28;eine;0.00631;6.8
text_28;art;0.000324;5.51
text_28;die;0.0302;7.48
text_28;nur;0.00331;6.52
text_28;im;0.00724;6.86
text_28;süden;0.0000372;4.57
text_28;australiens;0.00000214;3.33
text_28;und;0.0263;7.42
text_28;neuseeland;0.00000851;3.93
text_28;vorkommt;0.0000105;4.02
text_28;sollten;0.000257;5.41
text_28;mit;0.00955;6.98
text_28;minipullovern;0;0
text_28;versorgt;0.0000162;4.21
text_28;werden;0.00309;6.49
text_28;diese;0.00158;6.2
text_28;bieten;0.0000646;4.81
text_28;bei;0.00457;6.66
text_28;ölunfällen;0;0
text_28;einen;0.00302;6.48
text_28;wichtigen;0.0000417;4.62
text_28;schutz;0.0000692;4.84
text_28;für;0.00759;6.88
text_28;die;0.0302;7.48
text_28;tiere;0.0000708;4.85
text_28;da;0.00234;6.37
text_28;das;0.0145;7.16
text_28;öl;0.0000282;4.45
text_28;deren;0.000275;5.44
text_28;gefieder;0.000000871;2.94
text_28;verkleben;0.000000302;2.48
text_28;und;0.0263;7.42
text_28;wasser;0.000209;5.32
text_28;in;0.0174;7.24
text_28;tiefere;0.00000251;3.4
text_28;hautschichten;0.000000129;2.11
text_28;eindringen;0.00000575;3.76
text_28;kann;0.00251;6.4
text_28;sodass;0.0000437;4.64
text_28;die;0.0302;7.48
text_28;tiere;0.0000708;4.85
text_28;beginnen;0.000049;4.69
text_28;zu;0.0102;7.01
text_28;frieren;0.00000209;3.32
text_28;das;0.0145;7.16
text_28;stricken;0.00000263;3.42
text_28;hatte;0.00115;6.06
text_28;date;0.0000214;4.33
text_28;bereits;0.000468;5.67
text_28;in;0.0174;7.24
text_28;den;0.01;7
text_28;dreißigerjahren;0.0000000871;1.94
text_28;von;0.00977;6.99
text_28;seiner;0.000676;5.83
text_28;schwägerin;0.00000191;3.28
text_28;gelernt;0.000055;4.74
text_28;für;0.00759;6.88
text_28;die;0.0302;7.48
text_28;pinguine;0.00000245;3.39
text_28;strickte;0.000000141;2.15
text_28;er;0.00513;6.71
text_28;nun;0.000759;5.88
text_28;wieder;0.00151;6.18
text_28;mehr;0.00214;6.33
text_28;als;0.00513;6.71
text_28;zwölf;0.0000417;4.62
text_28;stunden;0.000229;5.36
text_28;am;0.00288;6.46
text_28;tag;0.00049;5.69
text_28;inzwischen;0.0000891;4.95
text_28;ist;0.012;7.08
text_28;die;0.0302;7.48
text_28;organisation;0.0000603;4.78
text_28;dank;0.000209;5.32
text_28;vieler;0.0000269;4.43
text_28;unterstützungsbeiträge;0;0
text_28;gut;0.00123;6.09
text_28;versorgt;0.0000162;4.21
text_28;für;0.00759;6.88
text_28;date;0.0000214;4.33
text_28;jedoch;0.000363;5.56
text_28;kein;0.000813;5.91
text_28;grund;0.000234;5.37
text_28;die;0.0302;7.48
text_28;hände;0.0000589;4.77
text_28;in;0.0174;7.24
text_28;den;0.01;7
text_28;schoß;0.0000151;4.18
text_28;zu;0.0102;7.01
text_28;legen;0.0000676;4.83
text_28;mittlerweile;0.0000977;4.99
text_28;strickt;0.000000589;2.77
text_28;er;0.00513;6.71
text_28;kleine;0.000263;5.42
text_28;scheitelkäppchen;0;0
text_28;für;0.00759;6.88
text_28;frühgeborene;0.000000123;2.09
text_29;england;0.0000525;4.72
text_29;nutzte;0.00001;4
text_29;die;0.0302;7.48
text_29;eisenbahn;0.0000107;4.03
text_29;für;0.00759;6.88
text_29;den;0.01;7
text_29;kohletransport;0;0
text_29;und;0.0263;7.42
text_29;in;0.0174;7.24
text_29;amerika;0.0000417;4.62
text_29;führte;0.0000661;4.82
text_29;sie;0.00661;6.82
text_29;quer;0.0000191;4.28
text_29;über;0.00245;6.39
text_29;den;0.01;7
text_29;kontinent;0.00000724;3.86
text_29;auch;0.00603;6.78
text_29;deutschland;0.000692;5.84
text_29;wollte;0.000316;5.5
text_29;dem;0.00575;6.76
text_29;nicht;0.0102;7.01
text_29;zurückstehen;0.000000245;2.39
text_29;ein;0.00813;6.91
text_29;eisenbahnnetz;0.000000257;2.41
text_29;musste;0.00024;5.38
text_29;her;0.000178;5.25
text_29;am;0.00288;6.46
text_29;7;0.000331;5.52
text_29;dezember;0.00011;5.04
text_29;1835;0.0000017;3.23
text_29;um;0.00288;6.46
text_29;punkt;0.0001;5
text_29;neun;0.0000525;4.72
text_29;uhr;0.000468;5.67
text_29;fiel;0.000055;4.74
text_29;der;0.0288;7.46
text_29;startschuss;0.00000288;3.46
text_29;für;0.00759;6.88
text_29;die;0.0302;7.48
text_29;adler;0.0000155;4.19
text_29;fortan;0.00000813;3.91
text_29;transportierte;0.000000776;2.89
text_29;die;0.0302;7.48
text_29;dampflokomotive;0.000000182;2.26
text_29;regelmäßig;0.0000741;4.87
text_29;personen;0.00017;5.23
text_29;und;0.0263;7.42
text_29;waren;0.000871;5.94
text_29;das;0.0145;7.16
text_29;eisenbahnfieber;0;0
text_29;breitete;0.00000141;3.15
text_29;sich;0.00617;6.79
text_29;aus;0.00398;6.6
text_29;auch;0.00603;6.78
text_29;archäologen;0.00000269;3.43
text_29;interessieren;0.0000282;4.45
text_29;sich;0.00617;6.79
text_29;heute;0.000759;5.88
text_29;noch;0.00355;6.55
text_29;für;0.00759;6.88
text_29;die;0.0302;7.48
text_29;spuren;0.0000316;4.5
text_29;dieser;0.0011;6.04
text_29;zeit;0.000977;5.99
text_29;im;0.00724;6.86
text_29;eggegebirge;0.0000000363;1.56
text_29;wurde;0.00155;6.19
text_29;nun;0.000759;5.88
text_29;von;0.00977;6.99
text_29;einem;0.00224;6.35
text_29;forscherteam;0.000000525;2.72
text_29;ein;0.00813;6.91
text_29;vergessener;0.000000417;2.62
text_29;tunnelabschnitt;0.0000000141;1.15
text_29;entdeckt;0.0000562;4.75
text_29;der;0.0288;7.46
text_29;vom;0.00126;6.1
text_29;magdeburger;0.00000389;3.59
text_29;ingenieur;0.0000117;4.07
text_29;pickel;0.00000251;3.4
text_29;geplante;0.0000158;4.2
text_29;bau;0.0000708;4.85
text_29;war;0.00339;6.53
text_29;nie;0.000468;5.67
text_29;vollendet;0.0000102;4.01
text_29;worden;0.000331;5.52
text_29;da;0.00234;6.37
text_29;das;0.0145;7.16
text_29;geld;0.000389;5.59
text_29;ausging;0.00000302;3.48
text_29;die;0.0302;7.48
text_29;schächte;0.000000891;2.95
text_29;blieben;0.0000295;4.47
text_29;als;0.00513;6.71
text_29;mulden;0.000000513;2.71
text_29;im;0.00724;6.86
text_29;boden;0.000102;5.01
text_29;sichtbar;0.0000282;4.45
text_29;und;0.0263;7.42
text_29;forschungstaucher;0.0000000132;1.12
text_29;erkundeten;0.000000417;2.62
text_29;die;0.0302;7.48
text_29;verschütteten;0.000000447;2.65
text_29;eingänge;0.00000195;3.29
text_29;der;0.0288;7.46
text_29;tunnel;0.000017;4.23
text_29;selbst;0.000794;5.9
text_29;ist;0.012;7.08
text_29;durch;0.00182;6.26
text_29;sprengung;0.000002;3.3
text_29;perfekt;0.0000692;4.84
text_29;erhalten;0.000204;5.31
text_29;bald;0.000204;5.31
text_29;war;0.00339;6.53
text_29;pickels;0.0000000275;1.44
text_29;bau;0.0000708;4.85
text_29;sowieso;0.0000468;4.67
text_29;überflüssig;0.00000933;3.97
text_29;geworden;0.000166;5.22
text_29;lokomotiven;0.00000138;3.14
text_29;meisterten;0.000000148;2.17
text_29;größere;0.0000603;4.78
text_29;steigungen;0.00000112;3.05
text_29;und;0.0263;7.42
text_29;könig;0.000105;5.02
text_29;friedrich;0.0000631;4.8
text_29;wilhelm;0.0000427;4.63
text_29;bevorzugte;0.00000363;3.56
text_29;brücken;0.0000135;4.13
text_29;nach;0.00363;6.56
text_29;römischem;0.000000275;2.44
text_29;vorbild;0.0000269;4.43
text_29;so;0.0049;6.69
text_29;wurde;0.00155;6.19
text_29;der;0.0288;7.46
text_29;altenbekener;0.0000000209;1.32
text_29;viadukt;0.000000331;2.52
text_29;erbaut;0.00000724;3.86
text_29;ein;0.00813;6.91
text_29;symbol;0.00002;4.3
text_29;der;0.0288;7.46
text_29;neuen;0.000427;5.63
text_29;streckenführung;0.000000676;2.83
text_29;und;0.0263;7.42
text_29;sechsmal;0.00000182;3.26
text_29;teurer;0.0000166;4.22
text_29;als;0.00513;6.71
text_29;pickels;0.0000000275;1.44
text_29;ursprünglicher;0.00000155;3.19
text_29;plan;0.0000741;4.87
text_30;die;0.0302;7.48
text_30;raketen-mädchen;0.00000902;3.96
text_30;leisteten;0.0000024;3.38
text_30;enorm;0.0000155;4.19
